"inline-flex src","text-xs","w-full href","rounded-lg src","max-w-[134px] href","text-sm","text-xs 3","text-lg","text-2xs","whitespace-pre-wrap","w-full href 2","rounded-lg src 2","max-w-[134px] href 2","text-sm 2","text-xs 4","text-lg 2","text-2xs 3","whitespace-pre-wrap 2","w-full href 3","rounded-lg src 3","max-w-[134px] href 3","text-sm 3","text-xs 5","text-lg 3","text-2xs 5","whitespace-pre-wrap 3","text-xs 6","w-full href 4","rounded-lg src 4","max-w-[134px] href 4","text-sm 4","text-lg 4","text-2xs 7","text-2xs 8","text-sm 5","relative src 4","whitespace-pre-wrap 4","whitespace-pre-wrap 5"
"https://cdnprod.mafretailproxy.com/assets/images/Vector_1_640025361d.svg","24% OFF","https://www.carrefouruae.com/mafuae/en/apricot-plums/di-plum-red-import/p/1407987","https://cdn.mafrservices.com/sys-master-root/hbe/hb0/64123183988766/1407987_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/apricot-plums/di-plum-red-import/p/1407987","Plum Red Import","500g - Approx 143 pieces/KG","6",".00","Only 3 left","https://www.carrefouruae.com/mafuae/en/apple/apple-candine/p/489864","https://cdn.mafrservices.com/pim-content/UAE/media/product/489864/1763449774/489864_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/apple/apple-candine/p/489864","Apple Candine","500g - Approx 2 pieces/KG","4",".50","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/pineapple/pineapple-gold/p/574851","https://cdn.mafrservices.com/sys-master-root/h98/ha3/49363781877790/574851_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/berries/ph-strawberries-kids-bowl-100gm/p/2259396","Bright Bites Pure Harvest Strawberries","AED 23.32 per Kilo","6",".99","Tom. 10:00 AM","Bright Bites","https://www.carrefouruae.com/mafuae/en/berries/ph-strawberries-kids-bowl-100gm/p/2259396","https://cdn.mafrservices.com/pim-content/UAE/media/product/2259396/1758255004/2259396_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/pineapple/pineapple-gold/p/574851","Gold Pineapple Whole Fruit","13",".99","AED","AED 5.95","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM","Tom. 10:00 AM"
"","26% OFF","https://www.carrefouruae.com/mafuae/en/exotic-fruit/coconut-dry/p/71179","https://cdn.mafrservices.com/sys-master-root/h0d/h4f/49363782205470/71179_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/exotic-fruit/coconut-dry/p/71179","Whole Dry Coconut 1 Piece","AED 3.32 per Kilo","1",".99","Only 2 left","https://www.carrefouruae.com/mafuae/en/dates/choco-buy-2-get-1-free-kh/p/1551000","https://cdn.mafrservices.com/sys-master-root/h8d/hba/27876035493918/1551000_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/choco-buy-2-get-1-free-kh/p/1551000","Khatt Chocolate Dates With Almond 3-Piece Pack","AED 31.24 per Kilo","24",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/melon/di-watermelon-import/p/71056","https://cdn.mafrservices.com/pim-content/UAE/media/product/71056/1779249968/71056_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/melon/di-watermelon-import/p/71056","Watermelon Import","2.50KG - Approx 1 piece/KG","47",".47","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/lemon-lime/di-lemon-premium/p/1552229","https://cdn.mafrservices.com/pim-content/UAE/media/product/1552229/1778058000/1552229_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/lemon-lime/di-lemon-premium/p/1552229","Lemon Premium Import","15",".00","AED","AED 33.99","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM","Tom. 10:00 AM"
"","","https://www.carrefouruae.com/mafuae/en/grapefruit-pomelo/grapefruit-star-ruby/p/446417","https://cdn.mafrservices.com/sys-master-root/hf8/h03/12501696217118/446417_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/exotic-fruit/fig-fresh-pack/p/446895","Fig Fresh 160g","AED 31.96 per Kilo","7",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/avocado/avocado-hass/p/450535","https://cdn.mafrservices.com/sys-master-root/h6b/h00/12495879536670/450535_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/grapefruit-pomelo/grapefruit-star-ruby/p/446417","Grapefruit Star Ruby","600g - Approx 2 pieces/KG","4",".73","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/banana/banana-chiquita-1-kg-pp/p/1848631","https://cdn.mafrservices.com/sys-master-root/h1f/h66/26562862809118/1848631_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/avocado/avocado-hass/p/450535","Hass Avocado","600g - Approx 6 pieces/KG","8",".39","Tom. 10:00 AM","BESTSELLER","https://www.carrefouruae.com/mafuae/en/exotic-fruit/fig-fresh-pack/p/446895","https://cdn.mafrservices.com/sys-master-root/ha7/hea/31141127815198/446895_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/banana/banana-chiquita-1-kg-pp/p/1848631","Chiquita Bananas 1Kg","9",".99","AED","AED 12.89","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Only 2 left","Tom. 10:00 AM"
"https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","LOW PRICES","https://www.carrefouruae.com/mafuae/en/melon/watermelon-dark/p/446215","https://cdn.mafrservices.com/pim-content/UAE/media/product/446215/1776839479/446215_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/melon/watermelon-dark/p/446215","Dark Watermelon","2KG","13",".98","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/apple/apple-pink-lady-pack/p/1483292","https://cdn.mafrservices.com/sys-master-root/h36/he5/51756379963422/1483292_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/apple/apple-pink-lady-pack/p/1483292","Pink Lady Kids Pack 1Kg","500g - Approx 12 pieces/KG","13",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/banana/banana-yellow-small/p/71411","https://cdn.mafrservices.com/sys-master-root/hb5/h98/49223757103134/71411_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/banana/banana-yellow-small/p/71411","Small Yellow Banana","500g - Approx 3 pieces/KG","7",".25","Only 1 left","","https://www.carrefouruae.com/mafuae/en/mango/di-mango-alphonso-premium/p/421985","https://cdn.mafrservices.com/sys-master-root/h8f/he2/12631666360350/421985_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mango/di-mango-alphonso-premium/p/421985","Mango Alphonso Premium","12",".50","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM","Tom. 10:00 AM"
"","BESTSELLER","https://www.carrefouruae.com/mafuae/en/berries/driscoll-s-strawberry-454g-pp/p/1030561","https://cdn.mafrservices.com/sys-master-root/h42/hb7/47328139083806/1030561_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/melon/watermelon-long-green/p/489894","Green Watermelon Long","4KG","25",".56","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/packed-fruits/crf-pomegranate-arils-125g/p/2151012","https://cdn.mafrservices.com/pim-content/UAE/media/product/2151012/1743656403/2151012_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/exotic-fruit/passion-fruit/p/449327","Passion Fruit","500g - Approx 9 pieces/KG","15",".00","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/exotic-fruit/passion-fruit/p/449327","https://cdn.mafrservices.com/sys-master-root/h63/h4c/12631672520734/449327_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/packed-fruits/crf-pomegranate-arils-125g/p/2151012","Carrefour Pomegranate Arils 125g","","8",".99","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/melon/watermelon-long-green/p/489894","https://cdn.mafrservices.com/sys-master-root/h1b/h2b/13708902105118/489894_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/berries/driscoll-s-strawberry-454g-pp/p/1030561","Driscoll's Strawberries Import 454g","34",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","LOW PRICES","https://www.carrefouruae.com/mafuae/en/peaches-nectarines/peach-ep-pack/p/1365343","https://cdn.mafrservices.com/sys-master-root/h37/hfc/50853861785630/1365343_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/peaches-nectarines/peach-ep-pack/p/1365343","Peach Pack 900g","500g - Approx 2 pieces/KG","13",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/mango/mango-thothapuri/p/977668","https://cdn.mafrservices.com/sys-master-root/h1f/h50/12632428544030/977668_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mango/mango-thothapuri/p/977668","Mango Thothapuri","AED 33.98 per Kilo","7",".00","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/packed-fruits/beetroots-peeled-cooked-500g/p/71426","https://cdn.mafrservices.com/sys-master-root/hea/h99/44581723602974/71426_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/packed-fruits/beetroots-peeled-cooked-500g/p/71426","Cooked Peeled Beetroots 500g","500g - Approx 10 pieces/KG","16",".99","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/kiwi/kiwi-zespri-gold/p/1137680","https://cdn.mafrservices.com/pim-content/UAE/media/product/1137680/1754568603/1137680_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/kiwi/kiwi-zespri-gold/p/1137680","Premium Kiwi","24",".95","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Only 3 left","Tom. 10:00 AM"
"https://cdnprod.mafretailproxy.com/assets/images/Vector_1_640025361d.svg","Bright Bites","https://www.carrefouruae.com/mafuae/en/exotic-fruit/dragon-fruit-white-flesh/p/1077401","https://cdn.mafrservices.com/sys-master-root/h84/had/11199111659550/1077401_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/berries/ph-s-blueberries-kids-bowl-100gm/p/2259392","Bright Bites Pure Harvest Blueberries","400g - Approx 2 pieces/KG","6",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/grapes/grapes-cotton-candy-pp/p/1832022","https://cdn.mafrservices.com/pim-content/UAE/media/product/1832022/1776833279/1832022_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/exotic-fruit/dragon-fruit-white-flesh/p/1077401","Dragon Fruit White Flesh","500g - Approx 2 pieces/KG","11",".96","Only 2 left","https://www.carrefouruae.com/mafuae/en/exotic-fruit/dragon-fruit-red-flesh/p/1077392","https://cdn.mafrservices.com/sys-master-root/hcb/hab/11204470865950/1077392_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/grapes/grapes-cotton-candy-pp/p/1832022","Grape Cotton Candy Import 500g","","29",".99","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/berries/ph-s-blueberries-kids-bowl-100gm/p/2259392","https://cdn.mafrservices.com/pim-content/UAE/media/product/2259392/1758255004/2259392_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/exotic-fruit/dragon-fruit-red-flesh/p/1077392","Dragon Fruit Red Flesh","20",".00","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Only 2 left","Tom. 10:00 AM"
"https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/banana/banana-yellow-plantain/p/1065990","Yellow Plantain Banana","800g - Approx 5 pieces/KG","13",".59","Only 1 left","","","https://www.carrefouruae.com/mafuae/en/mango/di-mango-palmer/p/918500","Mango Palmer Import","500g - Approx 2 pieces/KG","15",".00","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/exotic-fruit/papaya-solo/p/446974","Solo Papaya","900g - Approx 1 piece/KG","26",".99","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/pomegranate/pomegranate-red/p/425422","Red Pomegranate","17",".49","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM","Tom. 10:00 AM"
"https://cdnprod.mafretailproxy.com/assets/images/Vector_1_640025361d.svg","Bright Bites","https://www.carrefouruae.com/mafuae/en/melon/melon-rock/p/1571802","https://cdn.mafrservices.com/sys-master-root/h7c/hb5/11239463256094/1571802_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/berries/ph-blackberries-kids-bowl-100gm/p/2259397","Bright Bites Pure Harvest Blackberries","2.50KG - Approx 1 piece/KG","9",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/packed-fruits/grated-coconut-100g-bk/p/1242193","https://cdn.mafrservices.com/sys-master-root/h47/h72/14975994789918/1242193_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/melon/melon-rock/p/1571802","Rock Melon","AED 33.90 per Kilo","19",".72","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/berries/driscoll-s-strawberry-850g-pp/p/1858002","https://cdn.mafrservices.com/sys-master-root/h1b/he6/47328318849054/1858002_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/berries/driscoll-s-strawberry-850g-pp/p/1858002","Driscoll's Strawberries Import 850g","","69",".99","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/berries/ph-blackberries-kids-bowl-100gm/p/2259397","https://cdn.mafrservices.com/pim-content/UAE/media/product/2259397/1758255004/2259397_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/packed-fruits/grated-coconut-100g-bk/p/1242193","Barakat Grated Coconut 100g","3",".39","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","17% OFF","https://www.carrefouruae.com/mafuae/en/apple/apple-soluna/p/1905328","https://cdn.mafrservices.com/pim-content/UAE/media/product/1905328/1754546992/1905328_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/apple/apple-soluna/p/1905328","Apple Soluna","500g - Approx 2 pieces/KG","9",".50","Only 3 left","https://www.carrefouruae.com/mafuae/en/packed-fruits/grated-coconut-250g-bk/p/1104212","https://cdn.mafrservices.com/sys-master-root/hd5/h6b/14975981977630/1104212_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/packed-fruits/grated-coconut-250g-bk/p/1104212","Grated Coconut 250g","AED 31.96 per Kilo","7",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/banana/banana-pp/p/704631","https://cdn.mafrservices.com/sys-master-root/hca/hd0/9533380821022/704631_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/bayara-majdoul-dates-500g/p/1504546","Bayara Premium Majdoul Dates 500g","AED 73.98 per Kilo","36",".99","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/dates/bayara-majdoul-dates-500g/p/1504546","https://cdn.mafrservices.com/pim-content/UAE/media/product/1504546/1754031955/1504546_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/banana/banana-pp/p/704631","Bananas 1kg","9",".49","AED","AED 11.50","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM","Only 2 left"
"https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/apple/apple-fuji-premium/p/445934","Apple Fuji Premium","500g - Approx 6 pieces/KG","7",".00","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/pears/pear-ya/p/446280","Ya Pear","500g - Approx 10 pieces/KG","4",".50","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/exotic-fruit/uae-fig-fresh-pp/p/1848641","Fresh Figs 200g","500g - Approx 2 pieces/KG","8",".99","Tom. 10:00 AM","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/mango/mango-yellow/p/1077402","Mango Yellow","15",".00","AED","AED 8.50","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"https://cdnprod.mafretailproxy.com/assets/images/Vector_1_640025361d.svg","Bright Bites","","","https://www.carrefouruae.com/mafuae/en/pineapple/pineapple-premium-honey-glow/p/446978","Pineapple Premium Honey Glow","AED 134.95 per Kilo","26",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/apple/apple-royal-gala-x6-pp/p/445931","Apple Royal Gala 6-Piece Pack","","10",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/berries/ph-mix-candy-kids-bowl-150gm/p/2259390","Bright Bites Pure Harvest Mixed Candy Tomatoes","","4",".99","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/berries/di-blueberry-premium-500-gm/p/1630369","Les Domaines Blueberries","39",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/mango/mango-green/p/143313","Mango Green","500g - Approx 5 pieces/KG","6",".30","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/packed-fruits/pomegranate-arials-250g-bk/p/1278415","Barakat Fresh Pomegranate Arils 250g","500g - Approx 2 pieces/KG","19",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/pineapple/pineapple-baby/p/71091","Baby Pineapple","","9",".99","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/apple/apple-rubis-gold/p/983701","Apple Rubis Gold","7",".00","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"","","","","https://www.carrefouruae.com/mafuae/en/berries/driscoll-s-blackberries-170g-pp/p/460568","Driscoll's Blackberries Import 170g","AED 117.59 per Kilo","19",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/apple/apple-bag-ep/p/1305136","Apple Bag 900g","","11",".89","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/packed-fruits/crf-pomegranate-arils-250g/p/2149893","Carrefour Pomegranate Arils 250g","","17",".99","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/berries/driscoll-s-raspberries-170g-pp/p/460566","Driscoll's Raspberries Import 170g","19",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Only 2 left","Tom. 10:00 AM"
"","","","","https://www.carrefouruae.com/mafuae/en/dates/jomara-dates-w-pistachio-200g/p/993352","Jomara Dates with Pistachios 200g","AED 119.45 per Kilo","23",".89","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/dates/sagai-dates-box-1-kg-kh/p/1679831","Khatt Dates Arabian Premium Sagai Dates 1Kg","AED 75.96 per Kilo","24",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/packed-fruits/h-fruits-pomegranate-seeds-250g/p/1556075","Hello Fruits Pomegranate Seeds 250g","1KG - Approx 1 piece/KG","18",".99","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/grapefruit-pomelo/pomelo/p/446570","Pomelo","12",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"https://cdnprod.mafretailproxy.com/assets/images/Vector_1_640025361d.svg","Bright Bites","","","https://www.carrefouruae.com/mafuae/en/dates/dates-crown-majdoul-900g/p/2232785","Dates Crown Majdoul 900g","AED 164.36 per Kilo","42",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/dates/jomara-astd-filled-dates-330g-g-box/p/1361338","Jomara Filled Dates 330g","300g - Approx 8 pieces/KG","59",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/mango/mango-baby/p/1223060","Mango Baby","","18",".00","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/berries/ph-candy-kids-bowl-150gm/p/2259394","Bright Bites Pure Harvest Candy Tomatoes","4",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"","","","","https://www.carrefouruae.com/mafuae/en/apple/apple-red-x6-pp/p/445929","Apple Red 6-Piece Pack","AED 37.97 per Kilo","10",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/dates/mamoul-premium-dates-350g-kh/p/1796179","Khat Mamoul Premium Dates 350g","800g - Approx 1 piece/KG","13",".29","Only 2 left","","","https://www.carrefouruae.com/mafuae/en/grapefruit-pomelo/pomelo-red-flesh/p/1132467","Red-Flesh Pomelo","","10",".39","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/peaches-nectarines/peach-pp-premium-500g/p/1206806","Peach Premium 500g","7",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM","Tom. 10:00 AM"
"https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/dates/bayara-sukkari-fresh-500g/p/1222068","Bayara Dates Sukkary Fresh 500g","AED 29.98 per Kilo","14",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/pears/pear-nashi/p/446228","Nashi Pear","500g - Approx 10 pieces/KG","6",".95","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/dates/dates-royal-400g-kd/p/314112","Kingdom Dates Royal 500g","AED 19.98 per Kilo","9",".99","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/dates/dates-with-almond-kd/p/644896","Kingdom Dates With Almond 350g","26",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"","","","","https://www.carrefouruae.com/mafuae/en/dates/gift-dubai-buy-2-get-1-free-kh/p/1637399","Khatt Gift Dubai Buy 2 Get 1 Free","AED 27.77 per Kilo","24",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/clementine-mandarin/mandarin-afourer-kgs/p/2265359","Mandarin Afourer","500g - Approx 2 pieces/KG","3",".94","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/berries/mix-berries/p/1101064","Mixed Berries","AED 89.97 per Kilo","26",".99","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/dates/dates-paste-1kg-t33-kd/p/182363","Saudi Date Paste 1kg","13",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"","","","","https://www.carrefouruae.com/mafuae/en/exotic-fruit/tamarind-sweet-pp/p/447113","Sweet Tamarind 500g","AED 39.98 per Kilo","17",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/dates/sukari-dates-buy-2-get-1-free-kd/p/183188","Kingdom Dates Sukari Dates 500g x3","","32",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/berries/blueberry-premium-300g/p/1408562","Driscoll's Blueberries 300g","","29",".99","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/berries/di-blueberry-sekoya-300g/p/2263103","Fruitist Go Blueberry Import 300g","28",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"","","","","https://www.carrefouruae.com/mafuae/en/melon/di-watermelon-mini/p/1105802","Mini Watermelon","1.50KG - Approx 1 piece/KG","29",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/dates/dates-serri-box-800-gm-kh/p/1685935","Khatt  Serri Dates 800g","AED 17.49 per Kilo","13",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/exotic-fruit/coco-thumb-premium/p/330167","Coco Thumb Premium","","18",".99","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/apricot-plums/plum-black-pp/p/1269459","Plum Black","7",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"","","","","https://www.carrefouruae.com/mafuae/en/exotic-fruit/chickoo/p/446873","Chickoo","500g - Approx 20 pieces/KG","6",".50","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/mango/di-mango-kent/p/2230358","Mango Kent Import","500g - Approx 2 pieces/KG","25",".00","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/packed-fruits/h-fruits-watermelon-chunks-250g/p/1556072","Hello Fruits Watermelon Chunks 250 gm","AED 39.96 per Kilo","9",".99","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/dates/jomara-tube-date-mamoul-250g/p/1405673","Jomara Date Mamoul Tube 250g","24",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","LOW PRICES","https://www.carrefouruae.com/mafuae/en/apple/apple-fuji-premium/p/445934","https://cdn.mafrservices.com/pim-content/UAE/media/product/445934/1768450376/445934_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/apple/apple-fuji-premium/p/445934","Apple Fuji Premium","500g - Approx 6 pieces/KG","7",".00","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/pears/pear-ya/p/446280","https://cdn.mafrservices.com/sys-master-root/h9a/h5c/12501695725598/446280_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/pears/pear-ya/p/446280","Ya Pear","500g - Approx 10 pieces/KG","4",".50","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/exotic-fruit/uae-fig-fresh-pp/p/1848641","https://cdn.mafrservices.com/sys-master-root/h81/hbf/26562863366174/1848641_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/exotic-fruit/uae-fig-fresh-pp/p/1848641","Fresh Figs 200g","500g - Approx 2 pieces/KG","8",".99","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/mango/mango-yellow/p/1077402","https://cdn.mafrservices.com/sys-master-root/hbf/h2a/11338114924574/1077402_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mango/mango-yellow/p/1077402","Mango Yellow","15",".00","AED","AED 8.50","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
